Area Codes,Area Names,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E01008087,Sheffield 012A,681,4,13,4,6,2,11,5,5,7,8,6,7,8,3,4,3,9,6,7,10,2,4,7,15,8,6,8,9,12,11,7,7,4,4,5,6,13,12,11,13,7,7,7,9,2,17,15,6,6,9,15,17,4,14,11,15,10,11,16,16,9,6,12,8,8,6,9,7,9,2,6,6,12,3,6,8,4,5,9,5,7,3,4,8,8,2,0,0,1,0,2
E01008088,Sheffield 012B,657,5,7,6,6,9,9,8,4,8,6,2,7,6,5,10,8,3,4,6,5,7,4,4,10,7,13,6,15,9,4,8,12,17,6,9,5,6,9,11,6,9,13,1,4,8,6,14,13,10,15,6,13,13,10,14,12,10,7,3,14,5,4,11,8,6,9,6,3,10,5,15,4,9,7,3,5,5,4,5,7,9,8,6,3,3,1,3,1,2,0,3
E01008090,Sheffield 012C,762,15,22,13,15,16,15,16,19,14,16,8,6,5,10,5,8,4,10,8,6,4,8,11,10,10,13,12,17,10,14,11,12,6,9,9,8,8,7,8,9,6,7,7,8,18,10,9,16,12,9,12,11,7,8,14,11,8,8,6,9,12,7,8,11,9,6,6,6,10,6,5,3,8,3,7,2,5,3,9,3,4,1,1,0,1,0,2,0,0,0,1
E01008092,Sheffield 012D,706,18,7,10,15,9,9,12,10,8,4,12,9,8,6,6,7,2,7,6,4,6,6,6,4,5,15,9,8,10,14,8,11,5,6,16,9,14,11,7,9,5,8,10,10,10,13,9,20,14,14,16,13,10,9,15,9,11,9,7,7,8,7,5,6,7,6,6,3,5,6,8,8,7,7,3,4,2,1,4,2,2,0,1,5,3,5,6,4,0,2,6
E01008122,Sheffield 012E,715,17,22,7,11,14,14,9,17,13,16,17,6,18,10,8,7,8,10,8,7,14,14,10,9,14,11,9,9,5,9,18,10,11,10,7,9,6,6,10,7,14,10,3,5,10,9,8,6,12,8,4,9,13,5,7,11,10,8,4,12,4,7,6,4,7,4,3,1,5,5,3,2,1,2,4,6,3,4,4,1,8,1,5,5,2,5,3,3,0,1,1
E01008124,Sheffield 012F,718,29,19,23,15,19,13,16,17,13,12,9,8,10,7,7,10,7,8,5,5,9,5,6,7,9,14,21,14,14,17,15,13,9,13,12,12,10,11,7,9,9,14,8,6,9,9,7,7,10,6,9,8,4,4,12,8,7,5,5,4,6,6,6,7,4,4,8,6,3,6,1,5,3,1,2,5,2,1,1,0,2,2,3,1,0,0,0,0,0,0,3
E01007848,Sheffield 013A,901,10,15,13,15,7,22,17,18,17,10,13,12,19,13,24,9,9,12,12,13,12,5,8,15,12,13,13,14,11,13,8,17,15,10,9,9,13,11,13,6,10,10,12,10,5,11,14,21,7,15,13,12,5,8,7,6,15,8,7,10,11,8,9,12,11,9,4,11,7,9,10,13,4,2,7,6,7,4,5,5,4,3,3,5,2,1,4,1,3,2,6
E01007851,Sheffield 013B,694,5,7,10,8,14,7,10,14,15,12,18,20,13,10,16,13,12,12,17,13,15,7,13,14,12,8,11,13,7,9,8,13,9,12,10,8,7,3,7,11,13,12,9,8,8,5,4,8,10,5,7,7,9,6,8,6,5,3,7,4,5,3,11,4,5,8,4,10,4,6,6,6,1,4,2,2,5,2,3,3,1,0,2,2,1,0,0,4,0,1,2
E01007947,Sheffield 013C,825,12,8,10,6,5,13,12,11,8,21,12,8,11,6,8,10,4,8,6,10,7,10,6,8,6,8,6,7,2,5,9,8,9,14,5,6,8,12,7,7,4,8,14,13,8,12,16,22,24,16,20,14,22,7,23,11,9,12,14,18,12,10,12,16,9,8,11,7,6,11,8,7,6,6,3,9,5,4,7,2,3,7,1,4,4,4,4,6,0,1,6
E01007948,Sheffield 013D,802,15,10,16,15,13,15,22,10,17,16,24,19,14,17,18,15,22,17,14,14,15,10,11,6,7,6,7,9,7,10,5,14,14,9,8,10,7,10,6,12,8,8,13,7,7,12,6,6,6,7,14,9,15,14,8,9,6,12,4,4,3,7,11,6,8,5,2,3,8,5,6,6,2,6,3,4,2,3,6,4,2,4,3,1,3,0,2,2,1,0,3
E01008062,Sheffield 013E,817,12,12,9,9,17,23,16,19,19,15,21,17,18,14,14,15,9,18,17,12,12,9,7,9,11,15,16,11,13,17,11,7,10,4,10,12,11,8,13,9,9,5,7,8,8,11,9,11,10,14,2,8,6,7,8,13,6,11,7,7,7,9,6,3,10,10,3,7,7,5,5,6,3,5,3,3,4,3,2,3,1,1,1,2,1,3,0,3,1,0,12
E01007847,Sheffield 014A,653,9,8,12,9,5,6,9,5,8,7,6,6,8,4,3,4,4,1,10,2,9,4,6,8,9,10,12,9,10,9,8,7,6,8,11,7,7,5,9,8,10,3,6,10,6,11,6,14,17,19,13,7,10,10,10,12,8,6,6,10,9,5,7,9,6,3,8,3,4,7,9,11,9,8,3,9,7,3,8,6,8,1,4,3,2,4,5,3,0,4,3
E01007850,Sheffield 014B,729,7,7,5,10,7,5,8,11,5,9,8,7,4,12,9,7,9,6,7,9,9,7,7,11,17,15,10,10,10,10,11,7,9,10,12,5,8,8,5,6,6,4,4,7,6,14,14,9,6,12,16,11,13,10,11,13,9,10,10,8,8,10,11,7,6,9,5,8,14,10,9,8,8,5,12,10,5,7,7,8,7,5,2,1,3,0,3,1,3,1,4
E01007852,Sheffield 014C,766,6,8,6,8,17,6,7,12,9,3,6,13,12,11,8,7,8,7,9,7,12,6,8,10,8,15,13,13,20,15,6,10,8,15,10,17,12,9,20,10,12,9,11,10,7,9,4,12,15,9,16,14,15,15,8,8,8,9,9,9,9,11,8,8,15,4,5,6,3,10,8,8,7,5,7,1,4,11,6,2,3,2,3,1,2,0,0,0,0,0,1
E01007853,Sheffield 014D,862,11,14,13,9,8,14,6,13,11,11,9,2,7,6,2,10,9,8,10,11,5,8,11,13,13,21,16,23,25,14,15,12,11,7,12,9,12,11,12,14,13,7,11,7,15,19,9,15,13,11,13,12,10,12,9,13,8,14,7,6,10,10,10,8,4,8,8,5,7,9,7,4,13,15,7,7,6,7,4,8,1,5,1,5,5,1,2,2,0,0,11
E01007854,Sheffield 014E,770,14,8,17,13,7,15,15,12,19,13,14,13,11,14,12,7,12,7,11,12,9,8,6,9,13,14,8,18,9,13,8,13,9,8,16,5,10,11,5,12,23,15,21,13,15,10,12,11,10,11,8,12,8,10,8,9,6,13,8,3,6,3,8,5,5,8,7,8,6,4,2,5,4,5,1,4,3,1,3,1,1,0,1,0,0,0,0,1,0,0,2
E01007855,Sheffield 014F,"1,059",26,23,21,14,22,28,28,19,27,19,20,22,11,15,8,12,10,14,13,14,12,14,14,18,16,16,17,15,17,14,18,19,17,19,17,17,25,21,15,20,5,13,12,15,10,11,7,13,18,7,15,9,14,16,6,10,8,12,10,8,2,10,6,5,11,11,11,6,5,7,3,9,5,8,4,4,2,5,2,2,2,3,3,2,2,0,0,1,1,0,1
E01007941,Sheffield 015A,776,7,7,4,12,6,11,10,9,17,15,23,17,13,16,7,15,4,12,8,10,7,7,8,9,5,9,7,8,12,10,11,6,10,9,7,8,6,12,9,8,5,5,6,6,8,14,10,7,8,11,16,11,7,15,16,11,15,9,14,5,10,8,11,10,9,8,6,9,9,6,9,10,3,9,8,3,11,9,2,9,1,1,6,2,2,3,2,4,0,2,4
E01007945,Sheffield 015B,860,23,17,19,6,15,15,18,24,5,20,11,13,11,14,12,8,12,10,9,18,12,16,9,7,5,15,17,11,12,9,15,7,9,14,9,6,8,7,4,5,10,8,9,14,14,10,17,16,9,9,6,7,11,12,8,13,13,13,13,8,13,13,4,10,9,5,5,9,12,5,10,5,3,9,5,3,4,8,10,3,3,0,2,0,1,1,2,0,3,0,6
E01007946,Sheffield 015C,755,13,10,14,14,13,23,18,17,19,10,9,13,13,5,14,12,11,7,5,10,10,15,7,8,10,18,18,15,14,13,13,6,11,13,17,11,10,8,7,7,7,11,11,7,10,7,8,9,9,6,9,9,5,7,9,14,7,8,12,9,13,5,6,3,7,6,5,5,5,6,4,5,3,1,5,2,4,3,2,1,1,0,1,1,0,0,1,0,0,0,5
E01007950,Sheffield 015D,739,12,13,18,12,8,22,11,13,17,16,16,12,11,14,16,16,5,5,7,6,8,6,12,5,9,10,10,9,9,8,10,11,8,10,11,9,12,10,10,7,6,3,6,9,4,9,8,8,6,13,8,14,15,9,11,9,12,4,10,6,12,6,6,6,2,7,5,4,4,7,8,7,4,6,3,6,7,5,6,4,4,0,4,4,2,2,2,0,0,1,1
E01008123,Sheffield 015E,644,14,14,20,15,16,18,23,9,14,16,7,10,10,9,5,6,9,6,8,8,8,7,10,8,10,9,9,6,8,9,9,6,6,8,6,5,13,12,6,4,4,4,3,3,6,5,5,6,4,6,9,13,9,8,5,14,9,4,11,8,8,8,5,8,4,5,7,4,4,2,4,2,3,2,4,4,3,4,3,3,2,4,2,3,0,2,0,2,0,1,9
E01007987,Sheffield 016A,750,11,10,5,6,16,7,13,11,10,10,5,13,9,5,14,6,9,6,2,4,5,6,9,9,13,16,6,13,8,13,10,15,9,10,9,10,13,5,12,11,13,15,11,10,9,12,13,10,10,11,9,10,14,16,12,16,21,11,10,8,9,6,7,4,10,6,5,4,5,6,11,4,7,5,4,4,2,3,5,2,1,2,3,2,1,3,4,4,2,3,1
E01007988,Sheffield 016B,694,5,8,10,3,7,10,9,11,6,10,7,9,4,7,6,5,8,7,9,6,5,6,8,7,5,6,7,5,10,4,6,7,10,6,4,11,6,6,8,8,6,7,12,11,8,13,20,12,14,11,17,11,11,12,10,15,5,8,8,11,11,10,4,10,15,6,10,5,7,12,15,6,2,8,13,4,5,10,9,5,0,5,4,4,1,2,2,1,2,1,1
E01007989,Sheffield 016C,662,8,10,14,10,5,8,4,9,8,5,8,7,6,6,4,3,8,5,2,5,8,6,5,5,4,2,11,13,14,14,14,9,10,11,16,11,13,15,8,9,7,4,7,12,16,13,9,13,12,11,9,12,7,12,10,6,13,14,6,7,7,4,7,11,3,5,9,8,12,7,7,5,2,4,3,6,3,4,2,1,5,3,2,2,1,3,2,0,0,1,0
E01007991,Sheffield 016D,703,3,3,7,5,5,9,13,10,14,17,8,10,11,8,5,13,19,17,7,14,8,6,4,8,8,10,8,11,10,7,5,11,8,7,9,8,5,6,4,8,7,7,7,4,4,6,15,4,8,7,8,9,8,11,9,13,12,14,11,11,11,8,8,6,11,2,6,3,8,2,15,11,8,6,10,8,9,9,10,6,4,4,5,1,0,2,2,1,1,0,2
E01007995,Sheffield 017A,725,5,17,13,9,13,8,6,8,5,7,6,5,7,6,6,4,6,5,2,5,5,11,10,7,14,24,20,25,24,27,16,18,16,14,16,16,12,15,18,18,10,6,11,10,8,8,7,9,7,13,9,10,9,4,7,8,10,12,4,4,8,10,8,5,6,5,8,6,4,6,0,0,1,2,3,2,1,2,1,1,2,1,2,1,1,1,0,0,0,2,1
E01008089,Sheffield 017B,808,11,15,10,9,8,15,8,17,16,13,12,17,11,19,15,9,13,13,9,15,11,21,12,10,15,20,13,10,12,7,12,14,9,12,13,8,5,13,9,11,15,6,3,7,5,9,10,7,10,18,10,10,9,9,5,10,9,11,7,8,6,10,6,4,7,1,9,3,8,7,6,5,10,4,4,3,2,1,5,1,4,6,5,7,6,1,2,2,0,0,3
E01008091,Sheffield 017C,729,8,8,5,12,10,6,3,6,5,10,5,7,7,2,4,7,4,12,2,6,8,12,14,16,16,17,15,16,16,16,13,10,16,16,9,12,14,10,14,7,13,7,10,7,12,12,11,15,12,14,14,3,10,12,5,12,4,6,19,13,8,14,7,6,9,9,9,3,6,2,5,3,4,2,1,2,2,2,7,1,2,7,3,2,0,0,2,2,0,1,1
E01008093,Sheffield 017D,768,14,13,6,9,4,3,2,6,2,3,7,7,3,3,4,6,4,5,2,3,6,17,9,16,10,22,17,20,13,26,22,21,16,21,7,4,9,15,8,7,17,14,10,12,9,10,9,13,5,13,11,10,10,13,10,13,13,9,20,8,7,11,5,15,9,9,9,5,5,11,7,1,3,6,6,8,5,5,5,5,4,2,2,1,0,0,0,1,0,0,0
E01007903,Sheffield 018A,886,14,9,12,12,14,14,9,14,8,14,20,21,23,18,10,13,14,12,17,13,9,7,14,12,15,16,12,8,15,12,5,8,12,8,8,11,13,16,13,12,14,12,12,19,13,17,14,11,11,13,13,11,9,10,9,5,4,11,7,7,7,8,6,6,9,5,7,8,0,3,5,6,3,9,7,8,6,4,11,11,2,3,1,3,1,0,3,4,1,2,8
E01007904,Sheffield 018B,893,22,16,13,20,22,15,14,16,18,21,13,22,16,13,15,10,10,15,11,8,7,8,7,3,5,14,13,15,5,11,14,21,12,12,15,19,10,9,9,13,12,16,13,12,15,8,3,11,7,5,7,12,7,8,3,11,4,8,4,6,10,8,9,4,8,8,9,6,15,7,11,9,6,3,6,10,5,9,1,5,4,8,2,2,2,1,9,2,0,3,7
E01007913,Sheffield 018C,829,17,22,20,19,24,22,13,24,24,15,15,18,14,9,9,10,12,15,15,20,10,12,9,9,11,14,18,16,15,16,12,10,7,12,15,8,12,16,17,14,16,15,13,17,14,10,6,7,4,6,9,9,5,4,5,4,5,1,6,2,5,4,6,6,7,6,3,3,1,2,3,0,1,2,4,1,1,4,1,1,1,2,2,3,1,2,1,1,0,0,7
E01007914,Sheffield 018D,821,17,11,10,9,9,11,7,16,10,13,29,30,20,25,23,17,14,16,8,10,12,15,11,11,11,13,15,6,9,13,9,15,11,13,8,17,18,18,17,11,14,16,17,9,13,7,8,9,12,11,5,2,7,10,7,8,10,2,3,5,2,3,9,5,8,3,5,5,0,2,2,1,3,2,3,3,3,6,0,1,3,0,3,2,1,1,3,3,2,0,4
E01007870,Sheffield 019A,"1,044",11,20,14,20,18,15,8,14,17,11,9,13,13,11,11,8,17,10,10,14,12,17,17,18,22,18,32,19,10,13,15,12,14,13,7,18,14,8,11,16,16,12,20,12,11,19,13,15,15,16,17,17,13,9,12,21,14,12,13,8,5,6,12,6,11,6,9,10,8,9,10,8,2,9,4,4,5,2,9,2,6,6,6,6,2,4,3,3,4,2,10
E01007871,Sheffield 019B,"1,010",15,15,11,7,10,21,16,17,10,20,11,12,12,9,9,12,13,8,4,10,18,17,12,12,18,11,17,10,13,16,20,19,18,16,11,17,8,18,10,10,12,17,17,13,10,14,13,17,19,27,13,12,8,13,9,23,15,26,11,9,14,8,9,9,3,2,8,5,6,8,11,3,5,4,10,7,5,9,6,8,7,6,2,6,4,2,4,1,0,0,7
E01007943,Sheffield 019C,802,13,21,22,15,21,19,14,13,19,2,17,16,12,13,10,20,7,7,9,15,9,7,9,6,7,11,14,11,10,6,8,9,8,10,10,4,8,11,14,10,9,6,5,10,9,9,14,12,14,12,10,11,4,10,13,9,9,8,8,4,6,6,10,8,6,11,5,4,4,10,6,3,6,3,5,5,5,3,6,4,7,5,1,2,2,2,4,1,0,0,9
E01008094,Sheffield 019D,664,13,12,17,13,17,13,10,11,15,10,8,8,6,7,9,9,11,12,8,7,6,1,4,5,7,12,13,17,9,10,11,6,5,5,4,7,9,4,5,8,6,6,7,12,11,7,8,7,9,6,6,6,10,9,9,5,5,6,8,5,11,4,5,10,4,3,11,3,4,10,8,4,5,5,5,7,6,6,4,5,4,5,4,2,3,4,2,3,2,2,1
E01007869,Sheffield 020A,890,6,19,16,12,17,12,14,11,24,20,13,22,18,19,17,19,16,20,13,19,12,9,11,15,10,12,12,20,15,11,13,11,18,8,18,13,15,13,8,15,7,9,7,7,8,11,14,6,8,13,16,12,7,5,9,13,10,7,5,6,4,9,13,7,5,7,10,12,5,1,5,3,4,1,2,3,1,1,1,1,2,5,5,3,4,1,1,4,2,0,2
E01007872,Sheffield 020B,902,11,15,7,19,13,11,12,13,14,12,20,16,20,15,15,16,16,13,12,15,12,10,8,8,17,11,7,13,12,14,11,12,15,12,10,9,13,14,11,11,16,16,16,10,12,9,14,15,11,9,12,14,10,10,8,10,8,6,5,10,7,8,6,10,12,3,7,8,6,4,5,3,4,4,2,10,3,5,6,6,1,2,4,2,4,7,5,8,7,0,7
E01007873,Sheffield 020C,"1,040",23,17,21,19,23,16,27,32,15,29,28,24,15,15,22,10,12,9,9,11,8,16,14,6,17,13,17,18,18,18,23,9,15,16,15,9,10,18,14,13,17,14,17,7,10,19,12,14,15,11,13,15,9,4,6,16,10,7,5,6,7,7,8,5,9,4,4,8,6,4,9,7,2,3,6,10,6,3,6,2,3,7,8,4,2,1,0,0,0,1,7
E01007942,Sheffield 020D,"1,113",16,16,13,18,21,22,26,18,25,22,28,30,29,26,36,18,24,22,19,20,21,14,15,21,15,21,18,16,16,18,15,19,15,12,16,16,15,13,13,17,11,14,17,10,9,14,11,12,9,22,8,13,12,11,13,15,8,8,7,4,4,4,5,5,5,5,4,2,3,6,2,6,3,2,3,4,2,5,2,3,5,2,2,2,2,1,1,2,0,1,17
E01007949,Sheffield 020E,961,16,21,24,25,21,28,26,27,26,21,15,26,23,17,18,14,14,18,16,11,12,10,9,13,13,16,12,18,12,11,10,13,14,18,11,9,13,20,11,9,19,16,12,13,11,11,11,11,10,11,10,7,8,8,6,9,8,7,6,9,3,7,6,7,5,1,3,3,3,3,4,5,2,1,4,2,2,0,4,4,2,5,1,2,2,3,3,1,1,3,5
E01007990,Sheffield 021A,692,3,4,7,8,8,16,5,12,8,7,8,9,9,9,8,7,3,7,5,5,4,6,7,6,4,12,12,4,5,12,6,7,5,9,7,5,11,6,8,5,5,9,8,7,9,13,5,9,20,14,11,9,10,12,9,12,11,9,7,10,12,5,9,7,7,12,6,13,6,9,8,6,9,4,6,11,3,6,8,13,5,5,5,5,5,2,3,2,5,3,4
E01007992,Sheffield 021B,823,10,11,7,11,7,5,7,6,4,12,5,6,11,2,12,11,8,14,7,7,18,8,13,14,16,12,27,14,14,22,14,13,18,10,8,13,11,11,13,14,13,9,7,10,9,15,18,15,8,14,15,17,15,5,13,11,9,10,3,8,10,8,3,11,10,9,4,5,9,8,7,7,6,3,4,5,5,3,4,3,3,4,3,2,0,2,2,0,0,0,13
E01007993,Sheffield 021C,826,8,10,11,16,15,9,9,6,16,13,7,16,15,13,12,8,11,6,10,7,13,13,8,8,8,10,16,13,11,10,18,18,14,11,15,3,9,12,13,7,7,9,11,9,15,12,13,7,12,12,21,13,7,15,12,12,14,13,4,14,6,7,5,4,4,5,1,4,8,5,10,9,7,6,5,5,6,4,3,5,4,4,4,5,6,2,1,1,1,3,6
E01007994,Sheffield 021D,653,11,6,13,6,14,11,7,5,3,4,10,5,10,5,9,6,7,6,7,7,5,7,4,4,9,15,11,18,9,12,8,13,11,8,15,11,6,12,13,11,11,8,12,14,10,8,7,8,13,7,6,10,7,3,6,6,5,13,12,9,8,6,9,3,7,7,5,5,3,8,10,5,2,9,6,5,6,2,2,3,3,0,3,0,0,2,1,1,0,1,2
E01007996,Sheffield 021E,833,11,21,7,17,12,8,18,13,13,7,13,17,9,9,6,13,7,9,8,4,8,9,8,11,5,19,18,13,13,14,8,15,6,11,12,12,5,14,8,14,15,16,9,16,16,9,12,12,9,15,11,14,10,11,5,13,9,9,7,12,12,7,7,9,6,8,3,8,6,3,5,7,12,5,4,4,1,7,0,2,5,4,2,3,5,3,4,3,2,1,10
E01007874,Sheffield 022A,"1,035",22,20,15,20,19,26,21,27,25,22,33,29,25,24,24,20,24,23,20,8,12,11,9,9,13,16,15,16,15,9,10,12,12,8,11,14,16,22,16,18,13,11,12,11,10,7,16,8,4,8,7,10,10,5,9,6,8,17,8,8,4,9,5,7,5,6,7,9,5,5,8,4,7,4,0,2,4,5,2,3,2,3,3,1,3,1,3,3,2,3,11
E01007875,Sheffield 022B,"1,102",23,26,31,34,23,38,19,26,31,25,17,16,20,12,15,35,6,25,18,23,16,19,13,20,23,9,16,9,13,16,29,17,23,11,16,13,9,15,11,9,14,11,12,9,6,21,15,23,16,14,12,10,8,6,8,5,6,8,6,7,2,4,10,8,5,6,6,7,4,3,2,2,1,5,0,2,0,5,5,4,3,3,1,3,2,6,4,6,1,1,4
E01007877,Sheffield 022D,738,13,9,15,15,16,15,7,14,19,15,18,15,19,13,20,11,21,12,12,12,14,6,6,10,7,6,6,5,12,6,14,18,12,18,13,12,15,16,13,16,10,7,10,6,5,11,11,3,6,7,8,5,6,7,5,6,7,4,4,5,2,0,2,3,3,5,2,3,3,8,5,2,4,1,1,2,1,1,1,2,6,4,7,4,1,2,1,2,2,2,7
E01007940,Sheffield 022E,"1,027",19,20,24,26,20,27,23,33,25,24,16,28,22,15,16,16,10,23,25,17,14,10,9,9,10,23,19,15,14,19,15,11,15,6,7,18,11,16,9,16,6,12,11,13,7,14,12,10,11,15,16,14,23,15,11,17,7,13,7,7,5,4,4,6,5,6,1,3,1,5,3,3,3,3,3,3,3,0,0,5,1,0,0,3,2,5,0,3,7,2,2
E01007944,Sheffield 022F,"1,312",39,31,39,33,39,37,29,36,26,29,30,42,17,37,40,29,13,18,22,9,29,27,20,23,17,23,32,22,18,26,14,18,12,14,14,11,13,21,14,19,14,16,16,10,15,11,9,15,14,15,11,7,10,7,7,11,6,7,7,8,8,8,9,3,6,4,6,1,1,0,3,4,0,5,4,2,1,3,2,3,2,2,2,1,1,6,10,4,4,3,6
E01033269,Sheffield 022G,"1,087",19,25,30,23,23,29,24,21,21,22,23,15,21,16,11,16,11,18,14,9,14,13,8,9,10,16,16,17,24,23,14,21,22,20,23,22,22,26,20,19,17,16,19,13,14,12,11,10,10,13,9,14,11,11,17,8,6,9,3,5,10,4,4,2,4,8,3,5,2,2,5,4,2,6,7,3,0,5,4,1,1,1,3,2,2,5,2,1,2,2,7
E01033270,Sheffield 022H,"1,132",20,11,20,8,18,4,8,11,6,9,11,1,15,4,4,3,3,3,4,4,6,9,28,37,47,59,55,56,48,52,31,57,33,34,39,32,25,34,31,28,18,11,16,11,8,9,8,9,8,8,13,11,7,10,8,2,5,12,3,6,2,3,5,4,0,0,1,1,1,1,1,3,1,3,2,1,0,1,0,0,2,4,0,0,0,0,1,0,0,0,4
E01008129,Sheffield 023A,731,5,7,10,7,7,5,2,13,15,5,10,8,4,12,7,7,12,9,10,5,11,4,4,6,6,6,5,7,6,7,10,5,9,5,9,7,12,9,7,7,7,6,10,11,8,10,11,11,13,14,6,11,8,14,14,15,15,15,14,12,12,7,13,9,10,6,11,10,8,8,11,9,5,13,9,11,3,7,7,5,5,2,3,5,2,4,2,2,1,0,4
