LSOA.code,LSOA.name,Population.all,Littles,Teens,Twenties,Thirties,Fourties,Fifties,Sixties,Seventies,Eighties,Nineties
E01008144,Sheffield 001A,"1,592",162,195,177,175,266,198,184,143,66,26
E01008145,Sheffield 001B,"1,455",134,144,162,147,188,234,189,162,76,19
E01008148,Sheffield 001C,"1,517",187,172,140,163,210,210,185,146,84,20
E01008149,Sheffield 001D,"1,428",143,137,169,130,219,217,195,156,53,9
E01008150,Sheffield 001E,"1,477",158,147,162,162,188,182,200,132,100,46
E01008142,Sheffield 002A,"1,504",191,209,177,216,231,182,136,89,48,25
E01008143,Sheffield 002B,"1,592",142,177,185,177,250,272,186,135,54,14
E01008146,Sheffield 002C,"1,240",112,122,108,100,191,200,202,155,47,3
E01008147,Sheffield 002D,"1,370",105,108,131,103,192,214,248,192,69,8
E01007888,Sheffield 003A,"1,354",137,134,146,165,222,203,211,106,27,3
E01007892,Sheffield 003B,"1,508",205,185,190,143,181,205,172,152,60,15
E01007893,Sheffield 003C,"1,493",108,141,136,141,211,247,226,190,87,6
E01007898,Sheffield 003D,"1,400",146,142,163,173,213,280,151,85,39,8
E01007899,Sheffield 003E,"1,384",107,140,97,115,153,225,266,195,75,11
E01007900,Sheffield 003F,"1,752",239,194,214,207,235,239,200,151,63,10
E01007901,Sheffield 003G,"1,520",188,207,164,180,183,171,196,132,79,20
E01007887,Sheffield 004A,"1,363",143,166,148,169,200,181,173,115,46,22
E01007889,Sheffield 004B,"2,661",363,321,271,293,528,369,251,169,80,16
E01007890,Sheffield 004C,"1,408",114,153,138,130,216,198,209,168,67,15
E01007891,Sheffield 004D,"1,496",115,137,143,93,195,230,227,244,99,13
E01007894,Sheffield 004E,"1,379",148,127,171,175,229,178,166,115,59,11
E01007895,Sheffield 004F,"1,435",119,143,152,126,227,205,191,160,98,14
E01007896,Sheffield 004G,"1,236",89,117,99,123,179,192,252,118,59,8
E01007897,Sheffield 005A,"1,334",83,106,109,91,169,186,248,251,78,13
E01008134,Sheffield 005B,"1,252",94,98,120,112,147,211,212,138,96,24
E01008135,Sheffield 005C,"1,750",176,147,214,222,253,253,217,147,97,24
E01008137,Sheffield 005D,"1,439",107,116,125,130,179,212,225,223,111,11
E01008141,Sheffield 005E,"1,589",127,149,153,160,218,231,246,192,106,7
E01008053,Sheffield 006A,"1,340",137,184,148,143,211,164,148,141,52,12
E01008056,Sheffield 006B,"1,517",196,206,186,185,212,208,157,96,56,15
E01008058,Sheffield 006C,"1,526",147,155,167,160,216,247,185,164,73,12
E01008138,Sheffield 006D,"1,301",108,152,115,127,166,194,179,139,97,24
E01008139,Sheffield 006E,"1,574",156,160,213,191,212,196,162,197,79,8
E01007856,Sheffield 007A,"1,250",227,142,172,176,163,160,101,66,38,5
E01008054,Sheffield 007B,"1,336",252,164,222,181,189,156,83,57,29,3
E01008055,Sheffield 007C,"1,704",311,229,265,228,186,197,106,86,68,28
E01008057,Sheffield 007D,"1,586",288,218,214,220,242,181,107,74,40,2
E01008126,Sheffield 008A,"1,493",142,143,123,105,219,258,206,221,68,8
E01008128,Sheffield 008C,"1,754",186,156,158,215,282,284,242,165,60,6
E01008136,Sheffield 008D,"1,349",148,161,125,134,222,201,175,121,56,6
E01008140,Sheffield 008E,"1,948",261,186,173,279,315,254,193,152,109,26
E01033275,Sheffield 008F,"1,718",237,236,199,246,312,241,156,71,18,2
E01033280,Sheffield 008G,"1,561",162,202,145,186,264,264,189,102,42,5
E01008085,Sheffield 009A,"1,426",197,177,202,163,194,177,148,109,35,24
E01008086,Sheffield 009B,"1,322",203,178,159,174,184,162,118,91,47,6
E01008116,Sheffield 009C,"1,321",184,203,188,133,172,182,111,101,37,10
E01008117,Sheffield 009D,"1,264",145,175,139,161,158,164,149,110,51,12
E01008118,Sheffield 009E,"1,432",206,166,196,180,182,172,140,127,56,7
E01008119,Sheffield 009F,"1,236",199,179,148,150,170,165,100,66,37,22
E01008125,Sheffield 009G,"1,523",180,219,183,152,207,191,190,117,68,16
E01007849,Sheffield 010A,"2,195",373,313,311,327,273,245,134,157,53,9
E01007857,Sheffield 010B,"1,625",279,183,252,212,190,186,148,115,56,4
E01008059,Sheffield 010C,"1,544",267,192,211,175,201,205,136,96,54,7
E01008060,Sheffield 010D,"1,459",241,186,192,196,202,192,108,92,45,5
E01008061,Sheffield 011A,"1,603",271,217,220,173,211,200,117,110,65,19
E01008063,Sheffield 011B,"1,469",142,141,203,160,231,186,174,148,72,12
E01033277,Sheffield 011E,"2,612",472,333,437,388,297,276,205,129,63,12
E01008087,Sheffield 012A,"1,474",123,136,202,168,187,247,167,150,72,22
E01008088,Sheffield 012B,"1,366",122,113,178,182,178,224,146,139,79,5
E01008090,Sheffield 012C,"1,653",319,155,254,212,208,206,158,102,36,3
E01008092,Sheffield 012D,"1,479",170,120,167,215,201,202,148,115,90,51
E01008122,Sheffield 012E,"1,496",294,173,262,192,184,163,96,70,59,3
E01008124,Sheffield 012F,"1,456",317,152,276,233,167,133,102,45,27,4
E01007848,Sheffield 013A,"1,841",273,239,252,235,262,193,178,123,69,17
E01007851,Sheffield 013B,"1,390",216,238,196,158,182,175,124,62,32,7
E01007947,Sheffield 013C,"1,616",194,186,141,153,237,274,201,123,92,15
E01007948,Sheffield 013D,"1,800",353,329,205,232,209,181,127,98,60,6
E01008062,Sheffield 013E,"1,720",317,291,237,179,213,185,148,83,52,15
E01007847,Sheffield 014A,"1,291",158,99,194,148,196,164,130,134,59,9
E01007850,Sheffield 014B,"1,533",167,156,208,143,213,220,187,183,51,5
E01007852,Sheffield 014C,"1,500",155,151,219,240,198,235,163,112,24,3
E01007853,Sheffield 014D,"1,761",198,149,309,219,234,213,160,171,86,22
E01007854,Sheffield 014E,"1,746",337,267,270,220,263,186,122,61,17,3
E01007855,Sheffield 014F,"2,089",422,254,323,347,253,218,160,83,26,3
E01007941,Sheffield 015A,"1,575",186,215,145,185,190,226,166,147,95,20
E01007945,Sheffield 015B,"1,777",277,210,269,186,237,250,180,103,50,15
E01007946,Sheffield 015C,"1,593",313,202,249,235,194,196,109,73,17,5
E01007950,Sheffield 015D,"1,589",293,235,196,231,182,176,118,113,42,3
E01008123,Sheffield 015E,"1,314",249,156,181,168,135,162,130,69,41,23
E01007987,Sheffield 016A,"1,505",207,148,202,193,255,237,136,78,44,5
E01007988,Sheffield 016B,"1,506",151,164,136,164,257,220,206,132,68,8
E01007989,Sheffield 016C,"1,429",168,132,180,222,231,193,163,86,50,4
E01007991,Sheffield 016D,"1,518",163,225,171,164,191,227,153,167,48,9
E01007995,Sheffield 017A,"1,447",161,114,320,296,184,166,127,51,24,4
E01008089,Sheffield 017B,"1,686",246,237,285,234,218,168,128,91,73,6
E01008091,Sheffield 017C,"1,474",171,102,300,245,220,213,128,66,27,2
E01008093,Sheffield 017D,"1,489",107,117,279,242,205,220,159,110,44,6
E01007903,Sheffield 018A,"1,650",246,258,213,225,249,166,111,125,50,7
E01007904,Sheffield 018B,"1,829",344,265,248,268,200,143,156,134,66,5
E01007913,Sheffield 018C,"1,689",400,249,249,307,192,103,97,48,36,8
E01007914,Sheffield 018D,"1,598",264,317,238,281,214,106,78,54,35,11
E01007870,Sheffield 019A,"1,912",285,246,306,255,239,214,164,109,76,18
E01007871,Sheffield 019B,"1,891",279,213,252,265,274,241,130,141,88,8
E01007943,Sheffield 019C,"1,717",328,212,225,205,225,178,130,119,73,22
E01008094,Sheffield 019D,"1,326",238,151,217,138,161,147,118,96,54,6
E01007869,Sheffield 020A,"1,796",322,311,263,271,216,172,141,48,48,4
E01007872,Sheffield 020B,"1,773",304,261,219,237,240,168,157,103,75,9
E01007873,Sheffield 020C,"1,985",415,253,336,276,252,151,116,85,73,28
E01007942,Sheffield 020D,"2,203",421,464,380,309,253,175,84,63,43,11
E01007949,Sheffield 020E,"1,921",420,368,281,257,228,147,96,53,45,26
E01007990,Sheffield 021A,"1,413",146,115,153,144,207,206,178,176,80,8
E01007992,Sheffield 021B,"1,640",172,168,244,265,261,211,140,113,46,20
E01007993,Sheffield 021C,"1,703",214,231,189,229,233,245,138,124,82,18
E01007994,Sheffield 021D,"1,404",172,139,213,238,228,176,128,80,28,2
E01007996,Sheffield 021E,"1,719",263,160,214,244,246,201,124,126,96,45
E01007874,Sheffield 022A,"2,146",458,402,272,291,227,200,146,78,57,15
E01007875,Sheffield 022B,"2,024",506,351,326,281,232,120,93,58,52,5
E01007877,Sheffield 022D,"1,497",338,286,165,249,173,95,83,55,40,13
E01007940,Sheffield 022E,"2,046",489,356,301,262,232,206,93,64,39,4
E01007944,Sheffield 022F,"2,293",584,435,389,318,248,133,89,49,43,5
E01033269,Sheffield 022G,"2,075",503,315,326,348,254,170,63,60,31,5
E01033270,Sheffield 022H,"1,879",181,102,773,502,143,99,29,27,18,5
E01008129,Sheffield 023A,"1,463",157,157,129,134,213,255,179,151,63,25
E01008130,Sheffield 023B,"1,539",154,168,139,135,203,210,210,208,102,10
E01008131,Sheffield 023C,"1,612",155,180,151,132,282,247,216,147,86,16
E01008132,Sheffield 023D,"1,337",122,153,77,116,207,258,220,109,63,12
E01008133,Sheffield 023E,"1,529",94,136,105,101,207,224,209,247,176,30
E01008151,Sheffield 024A,"1,584",143,82,512,320,173,143,132,55,19,5
E01008153,Sheffield 024B,"1,682",160,88,367,366,244,169,130,81,58,19
E01008154,Sheffield 024C,"1,699",155,120,310,295,207,209,168,142,78,15
E01008155,Sheffield 024D,"1,600",130,98,430,357,184,164,120,79,28,10
E01008156,Sheffield 024E,"1,448",107,103,208,213,185,241,199,126,59,7
E01008160,Sheffield 024F,"1,384",165,105,194,247,149,182,150,119,58,15
E01007997,Sheffield 025A,"1,486",167,159,136,181,216,183,146,200,88,10
E01007998,Sheffield 025B,"1,649",155,159,159,200,237,198,173,238,114,16
E01008152,Sheffield 025C,"1,470",158,150,129,196,209,239,143,142,88,16
E01008158,Sheffield 025D,"1,574",191,149,187,186,195,195,208,167,81,15
E01008065,Sheffield 026A,"2,111",320,218,420,316,286,212,111,127,83,18
E01008068,Sheffield 026B,"3,475",291,578,1649,360,228,159,115,58,31,6
E01008072,Sheffield 026C,"1,687",233,222,310,240,208,158,129,101,69,17
E01008157,Sheffield 026D,"1,635",173,128,204,228,185,202,236,182,89,8
E01008161,Sheffield 026E,"1,704",185,137,299,295,237,226,148,121,44,12
E01007883,Sheffield 027A,"1,607",292,287,238,254,205,135,110,56,24,6
E01007902,Sheffield 027B,"1,758",291,177,244,279,209,143,171,165,68,11
E01007905,Sheffield 027C,"2,019",458,325,334,484,225,82,56,39,12,4
E01007906,Sheffield 027D,"2,664",594,461,393,435,317,188,123,98,52,3
E01008064,Sheffield 028A,"1,684",96,124,877,247,102,103,66,41,25,3
E01008066,Sheffield 028B,"1,750",38,71,1280,119,53,53,55,40,29,12
E01008069,Sheffield 028C,"1,710",93,88,1061,164,73,88,72,39,25,7
E01008074,Sheffield 028D,"1,474",127,74,617,232,134,109,97,51,30,3
E01007951,Sheffield 029A,"1,682",182,153,344,255,187,178,129,109,105,40
E01007960,Sheffield 029B,"1,679",153,143,473,268,218,123,120,115,63,3
E01007962,Sheffield 029C,"1,407",92,91,564,176,131,92,89,97,48,27
E01008159,Sheffield 029D,"1,537",167,101,373,288,184,153,110,109,43,9
E01007866,Sheffield 030A,"1,778",110,111,973,161,153,99,95,46,23,7
E01007867,Sheffield 030B,"2,053",51,112,1487,116,106,44,59,48,19,11
E01007868,Sheffield 030C,"1,048",73,91,250,132,115,121,116,66,63,21
E01008067,Sheffield 030D,"1,834",41,109,1407,113,32,37,45,14,26,10
E01008073,Sheffield 030E,"1,817",155,118,762,209,177,164,124,66,40,2
E01007907,Sheffield 032A,"1,667",226,283,254,227,257,151,122,104,36,7
E01007908,Sheffield 032B,"1,467",173,115,252,227,195,214,125,114,47,5
E01007909,Sheffield 032C,"2,364",334,236,381,391,343,283,171,138,73,14
E01007911,Sheffield 032D,"1,364",141,130,134,125,209,202,192,154,67,10
E01008014,Sheffield 032E,"1,684",238,199,203,238,219,143,190,132,100,22
E01008016,Sheffield 032F,"1,587",218,202,248,205,227,181,132,105,49,20
E01007952,Sheffield 033A,"1,598",196,179,109,131,263,247,204,144,107,18
E01007953,Sheffield 033B,"1,509",103,106,104,114,195,231,249,226,155,26
E01007954,Sheffield 033C,"1,576",188,220,94,131,264,256,234,137,43,9
E01007961,Sheffield 033D,"1,545",228,173,113,202,236,208,161,139,64,21
E01007859,Sheffield 036A,"1,916",47,676,743,120,97,85,66,61,16,5
E01007860,Sheffield 036B,"1,742",111,143,844,172,136,106,110,46,52,22
E01007863,Sheffield 036C,"1,725",146,192,583,163,187,170,142,89,42,11
E01007864,Sheffield 036D,"2,348",35,79,1953,112,46,37,41,29,11,5
E01008104,Sheffield 036E,"1,689",158,213,679,164,135,133,85,65,48,9
E01007910,Sheffield 037A,"1,764",225,206,205,214,231,245,151,152,83,52
E01007912,Sheffield 037B,"1,497",142,126,163,112,196,244,230,164,106,14
E01007971,Sheffield 037C,"1,477",183,199,159,169,202,190,153,125,80,17
E01007973,Sheffield 037D,"1,515",142,179,171,135,244,229,146,179,73,17
E01007858,Sheffield 038A,"1,515",150,152,160,189,260,237,144,80,89,54
E01007861,Sheffield 038B,"1,556",144,192,123,114,259,275,225,127,79,18
E01007862,Sheffield 038C,"5,292",151,2449,1950,192,126,148,137,93,27,19
E01007865,Sheffield 038D,"1,741",216,205,167,229,280,243,195,142,55,9
E01008011,Sheffield 039A,"1,625",251,270,243,199,214,203,128,83,28,6
E01008012,Sheffield 039B,"2,228",402,265,395,394,257,219,139,102,47,8
E01008013,Sheffield 039C,"1,232",167,161,164,186,203,135,120,59,31,6
E01008015,Sheffield 039D,"1,677",249,180,225,210,252,232,150,117,45,17
E01008017,Sheffield 039E,"1,596",238,182,217,209,205,184,177,131,38,15
E01008018,Sheffield 039F,"1,439",247,164,231,180,180,179,125,88,38,7
E01008105,Sheffield 040A,"4,173",203,1265,1913,310,204,144,67,45,19,3
E01008107,Sheffield 040C,"1,706",168,166,609,209,232,131,80,53,42,16
E01008111,Sheffield 040D,"1,669",69,135,870,152,150,107,92,49,30,15
E01033271,Sheffield 040E,"1,761",301,101,585,351,200,93,63,28,35,4
E01033272,Sheffield 040F,"1,317",119,78,494,324,114,78,44,41,13,12
E01007955,Sheffield 041A,"1,349",113,186,75,81,212,225,204,149,91,13
E01007956,Sheffield 041B,"2,121",212,245,121,191,323,344,256,243,159,27
E01007957,Sheffield 041C,"1,631",238,188,94,219,236,208,198,148,80,22
E01007958,Sheffield 041D,"1,433",139,167,68,120,203,220,237,155,102,22
E01007959,Sheffield 041E,"1,463",167,185,72,128,199,243,244,140,74,11
E01008108,Sheffield 042A,"1,918",205,294,752,276,173,101,41,36,36,4
E01008109,Sheffield 042B,"2,066",200,337,699,273,171,117,102,111,54,2
E01008112,Sheffield 042D,"1,747",307,232,397,371,197,106,60,37,35,5
E01008113,Sheffield 042E,"1,807",246,204,387,402,193,146,109,82,36,2
E01033273,Sheffield 042F,"2,573",108,649,1334,207,103,78,48,24,14,8
E01033274,Sheffield 042G,"2,089",42,588,1181,176,39,35,14,3,9,2
E01008095,Sheffield 043A,"1,767",202,143,620,264,180,129,95,87,35,12
E01008096,Sheffield 043B,"2,184",256,317,396,299,324,241,161,115,71,4
E01008097,Sheffield 043C,"1,488",231,184,256,191,168,148,124,109,65,12
E01008101,Sheffield 043D,"1,871",239,159,331,331,255,213,138,152,49,4
E01007965,Sheffield 044A,"1,876",242,247,196,199,215,222,149,191,190,25
E01007969,Sheffield 044B,"1,511",133,112,212,189,178,235,184,164,70,34
E01007972,Sheffield 044C,"1,417",137,156,145,168,187,209,132,197,79,7
E01007974,Sheffield 044D,"1,424",140,172,211,122,226,292,132,85,39,5
E01007963,Sheffield 045A,"1,451",140,128,164,176,239,214,188,136,52,14
E01007967,Sheffield 045B,"1,802",245,213,266,218,271,195,186,123,58,27
E01007999,Sheffield 045C,"1,324",121,115,159,124,160,257,223,122,37,6
E01008008,Sheffield 045D,"1,663",210,172,253,193,206,183,172,139,117,18
E01008009,Sheffield 045E,"1,612",333,260,268,172,225,168,93,55,35,3
E01008043,Sheffield 046A,"1,669",198,206,154,208,247,245,222,107,74,8
E01008044,Sheffield 046B,"1,608",189,239,104,190,265,198,167,139,93,24
E01008047,Sheffield 046C,"1,580",91,78,801,243,114,115,78,53,5,2
E01008048,Sheffield 046D,"1,621",98,123,662,233,163,127,111,66,35,3
E01008050,Sheffield 046E,"1,552",160,109,552,292,165,127,94,27,24,2
E01007931,Sheffield 047A,"1,578",216,180,80,138,218,255,230,153,96,12
E01007934,Sheffield 047B,"1,511",217,186,115,183,260,221,176,100,46,7
E01007935,Sheffield 047C,"1,521",215,153,371,264,180,173,106,39,15,5
E01007936,Sheffield 047D,"1,634",249,162,325,331,253,164,80,44,19,7
E01007937,Sheffield 047E,"1,483",203,166,123,181,248,214,161,93,74,20
E01007938,Sheffield 047F,"1,536",253,167,96,186,231,209,187,140,56,11
E01008098,Sheffield 048A,"1,507",257,221,204,183,221,188,108,78,42,5
E01008100,Sheffield 048B,"1,323",210,152,233,137,185,168,127,64,36,11
E01008102,Sheffield 048C,"1,390",226,189,189,155,173,135,134,116,56,17
E01008103,Sheffield 048D,"1,275",245,174,183,165,158,152,92,76,23,7
E01007964,Sheffield 049A,"1,502",174,137,183,173,222,221,187,104,92,9
E01007966,Sheffield 049B,"1,503",123,162,228,141,269,258,164,97,41,20
E01007968,Sheffield 049C,"1,447",181,227,156,159,170,185,165,111,64,29
E01007970,Sheffield 049D,"1,611",159,88,203,184,228,249,179,166,135,20
E01008042,Sheffield 050A,"1,692",196,202,324,284,212,178,148,80,56,12
E01008045,Sheffield 050B,"1,396",185,175,201,189,203,169,171,71,26,6
E01008046,Sheffield 050C,"1,668",250,168,300,393,228,153,85,51,35,5
E01008049,Sheffield 050D,"1,692",133,112,344,214,203,169,243,119,102,53
E01008051,Sheffield 050E,"1,674",203,181,300,342,234,178,99,72,45,20
E01008052,Sheffield 050F,"1,983",189,183,385,391,310,238,182,71,24,10
E01007975,Sheffield 051A,"1,675",186,169,235,246,237,198,170,167,58,9
E01007976,Sheffield 051B,"1,472",167,117,192,187,210,213,179,122,70,15
E01007977,Sheffield 051C,"1,565",184,133,215,232,195,203,171,118,91,23
E01007979,Sheffield 051D,"1,814",352,322,333,231,168,153,102,77,66,10
E01008099,Sheffield 051E,"1,662",167,136,341,358,220,179,93,91,52,25
E01008000,Sheffield 052A,"1,452",130,108,203,155,168,186,200,187,91,24
E01008001,Sheffield 052B,"1,573",159,165,178,158,250,208,168,150,109,28
E01008004,Sheffield 052C,"1,608",178,174,189,158,247,202,180,167,87,26
E01008005,Sheffield 052D,"1,526",152,155,172,167,191,216,210,169,79,15
E01008010,Sheffield 052E,"1,438",197,199,213,176,196,171,123,91,63,9
E01007978,Sheffield 053A,"1,569",190,155,247,325,245,214,122,54,14,3
E01007980,Sheffield 053B,"1,544",214,135,191,352,268,181,118,44,30,11
E01007981,Sheffield 053C,"1,578",218,144,247,293,237,199,132,67,35,6
E01007983,Sheffield 053D,"1,526",180,152,220,334,290,176,93,47,31,3
E01007985,Sheffield 053E,"1,523",187,133,172,225,241,208,142,116,77,22
E01007982,Sheffield 054A,"1,897",280,246,307,251,259,208,165,118,57,6
E01008002,Sheffield 054B,"1,573",148,118,136,203,202,245,221,186,102,12
E01008003,Sheffield 054C,"1,388",101,142,174,151,192,202,184,156,77,9
E01008006,Sheffield 054D,"1,452",112,113,167,124,170,237,205,206,105,13
E01007927,Sheffield 055A,"1,637",149,219,54,100,216,261,245,208,158,27
E01007928,Sheffield 055B,"1,757",211,234,97,122,229,266,290,183,104,21
E01007929,Sheffield 055C,"1,784",241,195,143,175,311,223,233,147,85,31
E01007930,Sheffield 055D,"1,427",172,192,89,124,210,236,188,114,86,16
E01007932,Sheffield 055E,"1,401",150,168,95,127,215,209,172,160,73,32
E01007939,Sheffield 055F,"1,581",191,179,84,138,232,258,245,126,112,16
E01008028,Sheffield 056A,"1,571",201,185,177,201,211,252,163,119,52,10
E01008029,Sheffield 056B,"1,516",211,216,214,206,184,177,149,109,38,12
E01008032,Sheffield 056C,"1,337",154,137,195,153,182,181,147,110,68,10
E01008034,Sheffield 056D,"1,704",213,184,241,174,250,324,167,89,53,9
E01007828,Sheffield 059A,"1,775",207,217,206,255,252,282,151,109,76,20
E01007829,Sheffield 059B,"1,482",179,122,240,280,198,189,132,94,41,7
E01007831,Sheffield 059C,"1,464",187,150,177,226,215,207,155,95,46,6
E01007832,Sheffield 059D,"1,517",154,142,213,222,220,227,161,116,54,8
E01007986,Sheffield 059E,"1,348",160,100,243,261,226,157,74,97,27,3
E01008007,Sheffield 060A,"1,785",214,210,222,183,234,257,159,160,122,24
E01008075,Sheffield 060B,"1,498",266,224,272,225,189,133,67,68,45,9
E01008076,Sheffield 060C,"1,371",208,179,210,184,144,142,143,83,63,15
E01008077,Sheffield 060D,"1,558",188,151,227,206,200,213,163,116,82,12
E01008031,Sheffield 061A,"1,379",135,139,175,127,178,240,190,125,50,20
E01008033,Sheffield 061B,"1,233",71,93,115,100,172,244,226,148,59,5
E01008038,Sheffield 061C,"1,440",82,104,129,111,145,238,231,248,125,27
E01008040,Sheffield 061D,"1,674",180,176,211,199,264,275,203,112,44,10
E01007835,Sheffield 062A,"1,473",122,153,142,133,167,201,186,173,153,43
E01007836,Sheffield 062B,"1,588",139,167,182,166,195,237,169,190,130,13
E01007843,Sheffield 062C,"1,607",219,173,190,176,214,202,166,140,83,44
E01007846,Sheffield 062D,"1,475",154,124,208,143,207,205,183,140,91,20
E01008030,Sheffield 063A,"1,415",178,155,204,163,205,180,160,91,53,26
E01008035,Sheffield 063B,"1,130",107,98,103,110,178,217,155,113,43,6
E01008036,Sheffield 063C,"1,390",164,139,194,157,227,266,138,65,30,10
E01008041,Sheffield 063D,"1,396",185,165,154,156,224,295,151,48,13,5
E01007827,Sheffield 064A,"1,489",166,95,135,203,191,261,199,161,68,10
E01007830,Sheffield 064B,"1,493",116,131,128,120,211,234,190,186,124,53
E01007833,Sheffield 064C,"1,556",125,119,112,124,229,219,236,221,141,30
E01007984,Sheffield 064D,"1,462",164,144,143,207,212,222,154,142,62,12
E01008078,Sheffield 064E,"1,355",121,97,124,121,161,191,243,169,111,17
E01008079,Sheffield 064F,"1,287",158,161,79,118,194,196,175,133,61,12
E01008019,Sheffield 065A,"1,834",222,223,224,238,290,234,202,146,42,13
E01008020,Sheffield 065B,"1,379",112,117,165,160,160,234,241,139,42,9
E01008022,Sheffield 065C,"1,469",190,157,214,197,236,193,148,100,31,3
E01008027,Sheffield 065D,"1,581",223,174,181,183,243,162,152,148,85,30
E01008037,Sheffield 065E,"1,340",80,85,115,107,152,195,259,204,124,19
E01008039,Sheffield 065F,"1,256",94,70,151,129,105,201,206,203,82,15
E01007824,Sheffield 066A,"1,335",175,121,90,173,195,198,175,123,68,17
E01007825,Sheffield 066B,"1,514",156,154,102,147,198,227,221,165,119,25
E01007826,Sheffield 066C,"1,413",157,179,99,136,241,256,167,102,61,15
E01007834,Sheffield 066D,"1,614",156,166,114,161,224,240,205,199,122,27
E01007920,Sheffield 068A,"1,620",155,167,113,139,182,259,246,191,130,38
E01007921,Sheffield 068B,"1,590",155,163,98,117,214,226,209,223,154,31
E01007923,Sheffield 068C,"1,844",215,208,88,200,287,270,225,211,125,15
E01007925,Sheffield 068D,"1,722",208,206,118,176,246,251,222,167,107,21
E01007926,Sheffield 068E,"1,661",147,176,102,102,196,290,252,243,121,32
E01007933,Sheffield 068F,"1,604",149,243,111,112,206,289,245,159,80,10
E01007823,Sheffield 069A,"1,722",196,158,197,192,230,223,203,194,112,17
E01007916,Sheffield 069B,"1,609",315,183,237,193,220,173,141,71,62,14
E01007919,Sheffield 069C,"1,664",276,193,275,245,213,192,118,74,58,20
E01008080,Sheffield 069D,"1,506",123,158,217,158,199,221,192,147,76,15
E01008081,Sheffield 070A,"1,535",145,181,225,196,195,261,141,107,78,6
E01008082,Sheffield 070B,"1,518",190,137,215,173,176,193,182,132,90,30
E01008083,Sheffield 070C,"1,613",274,194,218,220,239,162,128,87,67,24
E01008084,Sheffield 070D,"1,715",345,204,276,237,214,170,118,92,48,11
E01007915,Sheffield 071A,"1,438",146,169,81,148,210,215,195,148,115,11
E01007917,Sheffield 071B,"1,544",129,151,121,119,179,210,227,245,133,30
E01007918,Sheffield 071C,"1,711",211,175,138,208,263,238,192,179,93,14
E01007922,Sheffield 071D,"1,359",121,139,105,130,192,216,234,148,60,14
E01007924,Sheffield 071E,"1,567",220,177,121,190,241,199,204,139,67,9
E01008021,Sheffield 072A,"1,445",119,188,154,119,226,282,219,99,35,4
E01008023,Sheffield 072B,"2,117",232,239,281,303,404,317,210,87,37,7
E01008024,Sheffield 072C,"1,808",213,227,188,262,263,244,180,148,77,6
E01008025,Sheffield 072D,"1,954",196,212,220,235,327,276,226,161,89,12
E01032585,Sheffield 072E,"1,414",106,86,114,148,166,220,251,225,89,9
E01033261,Sheffield 073A,"2,502",37,326,1817,234,49,11,13,12,3,0
E01033262,Sheffield 073B,"3,307",61,730,2049,283,98,48,30,4,3,1
E01033263,Sheffield 073C,"1,599",174,113,768,392,77,52,10,11,1,1
E01033264,Sheffield 073D,"2,333",51,119,1511,436,113,71,23,7,1,1
E01033276,Sheffield 073E,"4,863",52,1232,3205,297,48,11,5,11,1,1
E01008114,Sheffield 074A,"3,381",252,786,1521,396,192,129,55,39,8,3
E01008115,Sheffield 074B,"1,931",68,144,1310,140,79,68,60,28,29,5
E01033265,Sheffield 074C,"1,609",28,79,1119,188,103,44,29,9,10,0
E01033266,Sheffield 074D,"2,134",86,188,1453,257,66,43,27,8,4,2
E01033267,Sheffield 074E,"1,446",34,199,959,165,30,25,14,10,7,3
E01007878,Sheffield 075A,"1,689",246,155,288,365,235,144,116,87,46,7
E01007879,Sheffield 075B,"1,635",105,158,486,167,199,186,128,97,92,17
E01007881,Sheffield 075C,"1,634",211,144,275,256,237,194,143,116,56,2
E01007882,Sheffield 075D,"1,712",145,177,433,288,197,154,148,113,47,10
E01007885,Sheffield 075E,"1,731",295,180,292,297,264,182,112,74,29,6
E01007886,Sheffield 075F,"1,638",324,209,250,212,196,181,128,97,37,4
E01033268,Sheffield 075G,"3,139",440,371,1125,490,229,177,143,116,41,7
E01007838,Sheffield 076A,"1,528",178,148,187,187,214,256,156,141,51,10
E01007839,Sheffield 076B,"1,633",173,186,229,173,298,258,138,129,37,12
E01007841,Sheffield 076C,"1,527",121,183,179,146,278,228,164,134,62,32
E01007842,Sheffield 076D,"1,493",134,180,184,156,225,238,160,128,60,28
E01033278,Sheffield 076E,"2,683",367,318,322,366,346,318,282,222,102,40
E01033279,Sheffield 076F,"2,267",279,263,257,270,324,276,256,168,114,60
